565586175864610817,neither
597576902212063232,neither
563881580209246209,neither
595380689534656512,neither
563757610327748608,neither
563082741370339330,neither
596962098845851648,neither
563874350038675457,neither
597240424873394176,neither
571030421103910912,racism
595306172833353728,neither
562706485126643713,neither
564678824953008128,neither
571035328384884736,neither
603286576131506177,both
595375793301131265,neither
598769509248335873,neither
572068636338364417,sexism
572346645897064448,neither
575080651709247489,neither
571033583285985281,neither
571387182293725184,neither
573222765957816320,neither
603664815454875648,neither
568820924855615489,neither
575501717103644672,sexism
563377797763047425,neither
597148153188519936,neither
568848293486133248,neither
603663272831778817,neither
572854416031629313,neither
564317491350863872,neither
570095648952819713,neither
575393332328722432,sexism
565029767708033024,neither
562943065523240961,neither
570997249846571008,neither
603676994925133826,neither
598512784377122816,neither
603688066105081856,neither
603649396484407296,neither
598336838680477697,neither
602678737566453760,neither
562787963785191425,neither
569957017655226369,neither
570994931231117315,neither
569150960783769601,racism
575742743730745344,sexism
563851316665925632,neither
563501697398370304,neither
569201849229664256,neither
569177003644964864,neither
563093253378289665,neither
570993190724964352,neither
575417042150387712,sexism
596355644883501056,neither
565593365245612032,neither
597344466152792065,neither
569744463670566913,neither
594917674448072704,neither
564674500390682624,neither
595102568667217920,neither
568436195966889984,neither
565363377309241344,neither
595115846613139456,neither
564904052652113920,neither
573954693690355712,neither
570731787091107840,sexism
596964493449560064,neither
603682460191203328,sexism
598194795421376512,neither
563768704115023872,neither
572343670034178051,neither
571000078405537794,neither
568456509421518848,neither
572270547502907392,neither
570732311840473089,neither
572102836856750081,sexism
576433212156563456,sexism
571717540713381888,neither
575155695080730624,neither
571741933233565696,neither
595328640088285184,neither
572347254335385600,neither
574417568229761025,neither
564678219333246976,neither
603681832173961216,neither
596592358772191232,neither
563826405784305666,neither
599724801322659840,neither
571740177137184768,neither
603665369119592448,neither
569612886722486272,neither
575347321140969472,neither
571354609622495232,neither
570994652993556481,sexism
563093321418309633,neither
602445487753535488,neither
563309529614409730,neither
